id,name,category,city,country,latitude,longitude,website,email,phone,social,verified
846,DRUID AI,Other,București,Romania,44.433622,26.0789961,https://www.druidai.com/,,+40 31 069 9256,,False
847,Pullman Bucharest World Trade Center,Other,București,Romania,44.4758571,26.0698567,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1714&merchantid=seo-maps-RO-1714&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,,+40 21 202 1600,,False
848,официальный представитель aura в россии,Other,Moskva,Russia,55.8992379,37.5424661,http://aura-technology.ru/kontakty,,+7 495 211-80-65,,False
849,Aura авторское строительство,Other,Moskva,Russia,55.791914,37.470474,https://aurastroy.com/,,+7 499 322-16-00,,False
850,Aurora Group,Other,Moskva,Russia,55.735829,37.61757000000001,,,+7 499 238-10-10,,False
851,Aura Interiors,Other,Moskva,Russia,55.70985040000001,37.6544602,https://aura-mebel.ru/,,+7 495 201-90-09,,False
852,"Ooo ""Aura""",Other,Moskva,Russia,55.7040014,37.5212411,,,,,False
853,"Yuridicheskiy Tsentr ""Avrora""",Other,Moskva,Russia,55.7169209,37.6289005,http://www.avroracenter.ru/,,+7 495 120-74-44,,False
854,Aura,Other,Moskva,Russia,55.759496,37.64566,,,+7 495 711-88-55,,False
855,Aura,Other,Moskva,Russia,55.7464749,37.6290935,,,+7 499 700-94-37,,False
856,"Aura, Ooo",Other,Moskva,Russia,55.737025,37.690193,,,,,False
857,"Ooo ""Aura""",Other,Moskva,Russia,55.62568899999999,37.6757071,,,,,False
858,Aura | Сервис аренды полезных вещей,Other,Sankt-Peterburg,Russia,59.930434,30.3591388,https://spb.aura-rent.ru/?utm_source=googlemaps,,+7 812 622-66-76,,False
859,Aura,Other,Sankt-Peterburg,Russia,59.9936667,30.1512635,,,+7 812 249-88-08,,False
860,Aura,Other,Sankt-Peterburg,Russia,59.9108601,30.3852608,http://kresla-massage.ru/,,+7 921 954-24-88,,False
861,"Ooo ""Aura""",Other,Sankt-Peterburg,Russia,59.93926499999999,30.3608995,,,,,False
862,Aura Computers,Other,Sankt-Peterburg,Russia,59.92241259999999,30.2789929,http://aura.ru/,,+7 812 327-21-21,,False
863,Aura,Other,Sankt-Peterburg,Russia,59.9145212,30.3383933,,,+7 812 337-20-16,,False
864,Aurora S.p.a.,Other,Dogana,San Marino,43.9817469,12.4900091,https://www.aurora.sm/,,+378 0549 905650,,False
865,AURA HOME DOO,Other,Beograd,Serbia,44.7860118,20.512077,http://aurasrbija.rs/,,+381 60 3440133,,False
866,Aura,Other,Beograd,Serbia,44.7801994,20.4163931,https://www.newageshop.rs/,,+381 11 3573079,,False
867,Aura,Other,Beograd,Serbia,44.8205556,20.4622222,,,+381 11 777644,,False
868,Aura Team,Other,Beograd,Serbia,44.7888933,20.4869721,,,+381 60 3445574,,False
869,Aura Massage Belgrade,Other,Beograd,Serbia,44.819987,20.4594742,http://auramassage.rs/,,+381 66 5373333,,False
870,Aurora Green d.o.o. environmental consulting in Belgrade,Other,Beograd,Serbia,44.8165752,20.417453,https://auroragreen.rs/,,+381 11 2694283,,False
871,BW Aurora,Other,Beograd,Serbia,44.8060908,20.4509516,https://www.belgradewaterfront.com/en/property/bw-aurora/,,+381 800 300888,,False
872,Predstavnistvo Aura Grup Dooel,Other,Beograd,Serbia,44.7959719,20.4936757,,,+381 11 2836771,,False
873,Aura Relax,Health & Wellbeing,Beograd,Serbia,44.8141121,20.4669619,https://www.aurarelax.rs/,,+381 62 9328510,,False
874,Zgrada Aura,Other,Beograd,Serbia,44.7552234,20.4907702,,,,,False
875,AURA CoffeeStudio,Creative Industries,,Slovakia,48.1615585,17.133762,,,,,False
876,Café L'Aura & Antik art shop,Creative Industries,Bratislava,Slovakia,48.1415301,17.1052521,,,+421 917 510 850,,False
877,Tantra AURA,Other,Bratislava,Slovakia,48.1480586,17.1117081,https://www.tantra-aura.sk/,,+421 940 640 000,,False
878,AURA Coffee Eurovea,Other,Bratislava,Slovakia,48.1400284,17.1253574,,,+421 918 129 123,,False
879,AURA,Other,Bratislava,Slovakia,48.12914259999999,17.1155898,http://auraflowers.net/,,+421 905 946 443,,False
880,AURA,Other,Bratislava,Slovakia,48.1400478,17.1217324,,,,,False
881,AURA Vedomého Bytia,Other,Bratislava,Slovakia,48.1449073,17.1068497,,,,,False
882,AURACENTRUM s.r.o.,Other,Bratislava,Slovakia,48.1483451,17.1761366,http://www.auracentrum.sk/,,+421 903 217 768,,False
883,Aura Sro,Other,,Slovakia,48.7404932,19.1652288,,,+421 48/411 26 55,,False
884,Aura,Other,,Slovakia,48.3786842,17.5857417,,,+421 918 376 665,,False
885,Aurora,Other,Bratislava,Slovakia,48.1588445,17.1289877,http://www.aurora-eu.sk/,,+421 905 275 129,,False
886,Aura Shop Ljubljana,Other,,Slovenia,46.0483874,14.506011,https://www.aura.hr/,,,,False
887,"zlatarna aura, ljubljana BTC",Other,,Slovenia,46.0660878,14.5428062,https://www.zlatarna-aura.si/,,+386 30 429 999,,False
888,Zlatarna Aura,Other,,Slovenia,45.8166914,15.1539341,https://www.zlatarna-aura.si/,,+386 7 302 11 01,,False
889,Aura Shop Koper,Other,,Slovenia,45.54639479999999,13.7288791,https://www.aura.hr/,,,,False
890,Aurora International d.o.o,Other,,Slovenia,46.0633186,14.5686088,https://www.theaurorateam.com/,,+386 41 282 173,,False
891,Thermostar Aura Sistem,Other,,Slovenia,46.0627295,14.5635701,https://www.aura-sistem.com/,,+386 30 484 140,,False
892,Aurora in You - spirit of essence,Health & Wellbeing,,Slovenia,46.0540015,14.5124838,http://www.aurorainyou.com/,,,,False
893,AURA Roboclean,Other,,Slovenia,46.07586269999999,14.4844777,http://www.roboclean.si/index7.html,,+386 51 360 764,,False
894,AURA Coworking Ljubljana,Other,,Slovenia,46.0448312,14.4860527,,,+386 30 434 140,,False
895,AURA Guesthouse Ljubljana,Accommodation,,Slovenia,46.0381902,14.5066872,,,,,False
896,Aura,Other,Madrid,Spain,40.4135665,-3.7276026,,,,,False
897,Aura Real Estate Experts,Cities & Developments,Madrid,Spain,40.4283212,-3.6952535,http://www.auraree.com/,,+34 672 36 13 77,,False
898,AURA RESTAURANTE,Other,Valdebebas,Spain,40.4970319,-3.6092605,https://www.aura-restaurante.es/,,+34 917 16 41 68,,False
899,Aura,Other,Madrid,Spain,40.4036063,-3.6730637,http://aurastaffing.es/,,+34 918 31 78 00,,False
900,Aura Asset Management,Other,Madrid,Spain,40.4284537,-3.6953491,http://auraam.com/,,+34 634 60 81 23,,False
901,AURA,Other,Madrid,Spain,40.4237842,-3.6775062,https://www.instagram.com/aura._boutique.__?igsh=MTVvc3AzdXZiOHlwNA==,,,,False
902,AURA Growth,Other,Madrid,Spain,40.4200752,-3.690743,https://www.auragrowth.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11480835324547719756,,+34 646 92 00 19,,False
903,Aura Staffing España E.T.T.,Health & Wellbeing,Alcorcón,Spain,40.3442551,-3.811347,http://www.aurastaffing.es/,,+34 916 96 39 11,,False
904,Aurahome | Domótica en Madrid,Other,Villaviciosa de Odón,Spain,40.3506622,-3.8962558,https://aurahome.es/,,+34 691 51 76 59,,False
905,Aura Madrid Beauty wellness,Health & Wellbeing,Torrejón de Ardoz,Spain,40.4582933,-3.477804,,,+34 653 44 89 93,,False
906,Manufacturas Aura S.A.,Other,Villaviciosa de Odón,Spain,40.3476421,-3.9082302,http://www.manufacturasaura.com/,,+34 916 16 49 06,,False
907,Restaurante Áurea,Other,Alcobendas,Spain,40.5150968,-3.6515332,https://ultramarinosaurea.com/,,+34 913 30 42 58,,False
908,Aurora Madrid,Other,Madrid,Spain,40.4583461,-3.6822901,http://auroramadrid.com/,,+34 699 14 05 25,,False
909,Aura Retail,Other,Barcelona,Spain,41.3949151,2.1518978,http://auraretailes.com/,,+34 606 57 36 12,,False
910,CopaCabana Aribau,Other,Barcelona,Spain,41.3952243,2.1500545,,,+34 607 82 44 72,,False
911,Aura Beauty Barcelona,Health & Wellbeing,Barcelona,Spain,41.3890463,2.1667065,http://aurabarcelona.com/,,+34 691 78 48 46,,False
912,Edifici AURA,Other,Barcelona,Spain,41.3925928,2.1464824,https://inmobiliaria.cushmanwakefield.es/inmuebles/alquiler-de-oficinas-edificio-aura-avinguda-diagonal-barcelona/,,+34 934 88 18 81,,False
913,AURA Silent Disco S.L.,Other,Barcelona,Spain,41.386784,2.1753135,http://www.aura-events.co/,,+34 629 87 02 21,,False
914,AQUA AURA SPA CAPILAR,Health & Wellbeing,Barcelona,Spain,41.4007669,2.1682574,http://www.aquaaura.es/,,+34 932 07 74 98,,False
915,El Salón by Aura Institut,Health & Wellbeing,Barcelona,Spain,41.3922316,2.1562744,http://www.elsalonbyaurainstitut.com/,,+34 608 58 02 63,,False
916,Aura Seguros,Other,Santa Coloma de Gramenet,Spain,41.4509811,2.2084964,https://www.auraseguros.es/,,+34 934 66 11 00,,False
917,Papereria i Llibreria Aura,Other,Barcelona,Spain,41.3988511,2.15678,https://agraciahotrobes.cat/papereria-i-llibreria-aura,,+34 932 37 10 86,,False
918,Alura Multiespai Beauty & Wellness,Health & Wellbeing,Barcelona,Spain,41.387835,2.1287046,https://alurabeauty.com/,,+34 937 61 71 24,,False
919,Aura Bañó,Other,Barcelona,Spain,41.4099758,2.159203,http://aurabano.com/,,,,False
920,Aura Personal,Other,,Sweden,59.33934370000001,18.0106688,https://www.aurapersonal.se/,,+46 8 24 52 60,,False
921,Aura Cloud AB,Other,,Sweden,59.32843570000001,17.9837574,https://www.auracloud.com/,,+46 10 214 62 55,,False
922,Aura Sthlm,Other,,Sweden,59.3385531,18.094906,https://aurasthlm.com/,,+46 70 688 25 65,,False
923,Aura Light,Other,,Sweden,59.35761220000001,17.977008,http://www.auralight.com/,,+46 8 564 881 40,,False
924,aura-soma,Other,,Sweden,59.34142569999999,18.0399494,http://www.aura-soma.se/aura-soma/aurasoma_terapeuter.html,,+46 8 31 36 60,,False
925,"AureaVita - Linkofta, linklänning, linbyxor",Other,,Sweden,59.32379799999999,18.0737915,,,+46 70 797 08 86,,False
926,Aurora Energy Research,Other,,Sweden,59.3370816,18.0771256,https://auroraer.com/company/contact/,,,,False
927,Aura restaurang,Other,,Sweden,57.6403584,12.0255334,https://www.aurarestaurang.se/,,,,False
928,Aura Göteborg,Other,,Sweden,57.7036022,11.9637503,,,+46 73 522 32 17,,False
929,Aura,Other,,Sweden,57.75896539999999,12.0416079,,,,,False
930,Aurora Consulting,Other,,Sweden,57.7002269,11.9832363,https://www.auroraconsulting.se/,,,,False
931,Aura Bern-Cosmetic and Spa,Health & Wellbeing,Bern,Switzerland,46.9496844,7.441170199999999,http://aurabern.ch/,,+41 76 370 90 29,,False
932,AURORA COSMETICS GmbH,Other,Bern,Switzerland,46.9475817,7.4485052,http://www.aurora-cosmetics.ch/,,+41 31 311 45 53,,False
933,Aura-Soma Laden Mahbuba Mühlemann,Other,Bern,Switzerland,46.9490242,7.4547842,http://www.aurasomaladen.ch/,,+41 31 311 99 59,,False
934,AURA 800° Grill & Bar,Other,Zürich,Switzerland,47.3686627,8.537952899999999,https://www.aura-zurich.ch/,,+41 44 448 11 44,,False
935,AURA Event Saal,Other,Zürich,Switzerland,47.3686627,8.537952899999999,http://www.aura-event.ch/,,+41 44 448 11 40,,False
936,Aurora,Other,Zürich,Switzerland,47.3732572,8.5380099,http://www.aurora-restaurant.ch/,,+41 44 210 03 18,,False
937,Aura Markt,Other,Zürich,Switzerland,47.34350939999999,8.52989,,,+41 44 572 32 74,,False
938,ORA Bar Zürich,Other,Zürich,Switzerland,47.3760382,8.5446896,https://www.ora-bar.ch/,,,,False
939,AURA bureau & associés Sàrl,Other,Vésenaz,Switzerland,46.2377073,6.2107863,https://www.aura-associes.ch/,,+41 79 570 67 88,,False
940,Auraïa,Other,Genève,Switzerland,46.20281929999999,6.149731099999999,https://www.auraia.ch/index.php/contact-us/,,+41 22 318 77 60,,False
941,Aura Informatique Sàrl,Other,Genève,Switzerland,46.1882346,6.1283891,http://www.aura-informatique.ch/,,+41 22 800 07 94,,False
942,Aura Consult Sa,Other,Genève,Switzerland,46.21935430000001,6.1152003,,,,,False
943,Aura Consult SA,Other,Genève,Switzerland,46.2031675,6.155142,,,+41 22 318 59 00,,False
944,Aura Spa Salon,Health & Wellbeing,Kyiv,Ukraine,50.44233089999999,30.4275437,http://aura-spa.site/,,+380 96 823 3404,,False
945,"Масаж Київ AURA SPA - massage, hammam",Health & Wellbeing,Kyiv,Ukraine,50.4553916,30.5146915,https://aura.kiev.ua/,,+380 98 399 0866,,False
946,Aura Development,Other,Kyiv,Ukraine,50.4288487,30.5027331,,,+380 67 077 1770,,False
947,AURA Deuch online,Other,Kyiv,Ukraine,50.4511417,30.5275503,https://aura-school.com/,,+380 93 113 1244,,False
948,БЦ AURA,Other,Kyiv,Ukraine,50.4763896,30.486995,,,,,False
949,Жк «Aura»,Other,Nove,Ukraine,50.319404,30.3024802,,,+380 95 125 8888,,False
950,ЖК Aura City,Other,Kyiv,Ukraine,50.3930499,30.6043497,https://aura-city.com.ua/,,,,False
951,Eurasia Business Centre,Other,Kyiv,Ukraine,50.4389385,30.4987675,https://eurasia-bc.com.ua/,,+380 67 495 2005,,False
952,Aura/Аура,Other,Kyiv,Ukraine,50.48134779999999,30.4880164,,,+380 95 012 0431,,False
953,AURA VIZOR,Other,Kyiv,Ukraine,50.4296341,30.5156475,,,,,False
954,Aura Ooo,Other,Kyiv,Ukraine,50.4424077,30.495521,,,+380 44 230 6086,,False
955,"Международная ассоциация ""АУРА""",Other,Kyiv,Ukraine,50.4591396,30.5170875,,,+380 44 278 0450,,False
956,Aura London,Other,,United Kingdom,51.4781422,-0.1840312,http://www.auralondon.com/,,+44 20 7351 3211,,False
957,AURA UK,Other,,United Kingdom,51.546295,-0.1786348,https://aura.services/uk/,,+44 7760 171938,,False
958,Aura,Other,,United Kingdom,51.5128004,-0.0862479,http://weareaura.com/,,+44 20 3869 4848,,False
959,Aura Consulting UK Ltd,Other,,United Kingdom,51.512391,-0.0884575,http://www.aura-consulting.co.uk/,,+44 20 3178 6048,,False
960,Aura Construction,Other,,United Kingdom,51.4506457,0.1011491,http://aura.construction/,,+44 20 8300 0102,,False
961,Aura Lingerie,Other,,United Kingdom,51.4760634,-0.2846071,http://www.aura-lingerie.com/,,+44 20 8876 6650,,False
962,Aura Grill and Bar,Other,,United Kingdom,51.64530300000001,0.0532618,http://www.auragrillandbar.com/,,+44 20 8191 1510,,False
963,Ora Lounge,Event Management,,United Kingdom,51.5838239,-0.1002419,https://oralounge.co.uk/,,+44 20 8341 4814,,False
964,Aura,Other,,United Kingdom,51.5216709,-0.0832429,http://www.aurafutures.com/,,+44 20 7240 0800,,False
965,Aura - Museum Genius,Other,,United Kingdom,51.51691210000001,-0.07800019999999999,https://www.aura.tours/,,,,False
966,Aura Commodities,Other,,United Kingdom,51.51069320000001,-0.1448337,https://auracommodities.com/,,,,False
967,AURA Consulting Ltd,Other,,United Kingdom,51.5023002,-0.1544552,http://www.aura-consulting.co.uk/,,+44 20 3478 1773,,False
968,Aura Sales Ltd,Other,,United Kingdom,51.5082216,-0.138864,http://www.aurasales.com/,,+44 20 7917 6269,,False
969,Aura Mayfair,Other,,United Kingdom,51.50759370000001,-0.1406768,,,,,False
970,Aura Journeys | Scotland,Other,,United Kingdom,55.9536643,-3.2018309,https://www.scotlandtours.co/,,+44 333 355 2872,,False
971,Aurora Consulting (Scotland),Other,,United Kingdom,55.9508818,-3.2057609,http://www.aurora-consulting.net/,,+44 131 463 0007,,False
972,Laura's aura,Other,,United Kingdom,55.9661823,-3.247898,,,+44 7379 586342,,False
973,Aura Lounge,Event Management,,United Kingdom,53.454631,-2.2250327,,,,,False
974,AURA Manchester,Health & Wellbeing,Radcliffe,United Kingdom,53.5634455,-2.3330193,,,+44 161 465 4822,,False
975,Aura Court Business Centre,Other,Stretford,United Kingdom,53.4653504,-2.2600349,,,,,False
976,Aura Business Centres | Meeting rooms| Office space| Virtual office| Hot desk| Newark-on-Trent,Health & Wellbeing,Newark-on-Trent,United Kingdom,53.0799077,-0.8162773999999999,https://www.aura-businesscentres.co.uk/,,+44 1636 647112,,False
977,Aura Beauty & Massage,Health & Wellbeing,,United Kingdom,53.4317631,-2.2005728,,,+44 161 374 0165,,False
978,Aura Heritage Limited,Other,Handforth,United Kingdom,53.3551071,-2.2076575,http://www.auraltd.co.uk/,,+44 161 442 9850,,False
979,Aurora Worldwide,Other,,United Kingdom,53.4811233,-2.248372,,,+44 161 243 5529,,False
980,Aura Residence,Other,Prishtina,,42.636015,21.1663012,,,,,False
981,Aura Academy,Other,Prishtina,,42.65437379999999,21.1522208,https://academyaura.com/,,+383 48 914 914,,False
982,Klinika Aura,Health & Wellbeing,Prishtina,,42.6435203,21.155139,http://www.klinikaaura.com/,,+383 49 262 222,,False
983,Perkthime Aura,Other,Prishtina,,42.6543815,21.1522708,http://perkthimeaura.com/,,,,False
984,Aura Light,Other,Prishtina,,42.6569292,21.1518824,,,+383 44 239 753,,False
985,Aura Pharmacy,Health & Wellbeing,Prishtina,,42.6478869,21.162339,,,+383 49 810 812,,False
986,Aura,Other,Paradise Island,The Bahamas,25.0835778,-77.3221422,https://www.atlantisbahamas.com/thingstodo/entertainment/auranightclub,,+1 242-363-3000,,False
987,Aura Beauté Barbados,Other,Bridgetown,Barbados,13.0998698,-59.6180314,https://www.fresha.com/a/aura-beaute-barbados-bridgetown-reed-street-v6zyfvad/booking?menu=true&pId=652332&dppub=true&employeeId=1861046,,,,False
988,AURA ARTS AND PHOTOGRAPHY,Creative Industries,Bridgetown,Barbados,13.1059816,-59.61317409999999,https://instagram.com/aura_artsandphotography?utm_medium=copy_link,,+1 246-255-1236,,False
989,Aura Media Ltd.,Creative Industries,Belize City,Belize,17.5050758,-88.1999828,http://ostfrauendating.com/,,,,False
990,AURA Professional Hair And Esthetics Studio Inc,Health & Wellbeing,Ottawa,Canada,45.4183916,-75.7023701,http://www.aurasalon.ca/,,+1 613-238-2872,,False
991,Aura Design,Creative Industries,Ottawa,Canada,45.4622361,-75.55011979999999,http://aura-design.ca/,,+1 613-830-6787,,False
992,Aurora Salon & Spa,Health & Wellbeing,Ottawa,Canada,45.3808332,-75.66941229999999,https://aurorasalonspa.com/,,+1 613-695-5444,,False
993,aura-flow,Other,Ottawa,Canada,45.3491315,-75.8134231,https://aura-flow-three.vercel.app/,,,,False
994,Aura Counselling Services,Health & Wellbeing,Ottawa,Canada,45.290076,-75.91802299999999,http://www.auracounselling.ca/,,+1 613-884-0493,,False
995,ALORA Ottawa & ALORA Rooftop,Other,Ottawa,Canada,45.42832079999999,-75.6943277,http://www.aloraottawa.com/,,+1 613-562-4955,,False
996,Aura Forero,Other,Ottawa,Canada,45.4434451,-75.64160389999999,,,,,False
997,Aura,Other,Toronto,Canada,43.6596706,-79.3825726,http://www.auracollegepark.ca/,,+1 416-962-8688,,False
998,Aura,Other,Toronto,Canada,43.6588074,-79.3507721,http://www.auraofficial.ca/,,+1 416-465-2872,,False
999,Aura Concourse Shopping Mall,Other,Toronto,Canada,43.65966239999999,-79.3825772,,,+1 416-205-1130,,False
1000,Aura LLP,Other,Toronto,Canada,43.6509319,-79.3833355,https://aurallp.com/,,+1 416-900-0389,,False
1001,Aura Cleaners,Other,Toronto,Canada,43.6593246,-79.3827819,,,,,False
1002,Aura Finance Inc - Tax Filing Services in Toronto/Mortgage and Business Loans/Best Accountant in Toronto,Other,Toronto,Canada,43.6639718,-79.4029958,http://www.aurafinance.ca/,,+1 647-949-2900,,False
1003,Aura Group of Companies,Other,Vaughan,Canada,43.827012,-79.4899877,https://www.auragoc.com/,,+1 905-761-0077,,False
1004,Aura Office Environments,Other,Toronto,Canada,43.6486362,-79.38174389999999,https://www.auraoffice.ca/,,+1 437-747-2805,,False
1005,GLG LLP,Other,Toronto,Canada,43.6516207,-79.3822568,https://www.glgllp.ca/,,+1 416-272-7557,,False
1006,Shop Aura,Other,Toronto,Canada,43.8174374,-79.3029421,https://shopauratools.com/pages/about-us,,+1 647-493-1953,,False
1007,Aura Office,Other,Vancouver,Canada,49.283644,-123.1170477,https://www.auraoffice.ca/,,+1 604-510-7101,,False
1008,Aura Nightclub,Event Management,Vancouver,Canada,49.2771997,-123.1256034,http://www.auravancouver.com/,,+1 604-688-8889,,False
1009,Aura 3D,Other,Vancouver,Canada,49.2861397,-123.1232654,http://www.aura3dstudios.com/,,+1 778-985-4761,,False
1010,Aura Clinic Spaces,Health & Wellbeing,Vancouver,Canada,49.2827092,-123.1188238,http://auraclinicspaces.ca/,,+1 604-510-7101,,False
1011,Aurora Cannabis Inc.,Other,Vancouver,Canada,49.2853775,-123.1146923,https://investor.auroramj.com/,,+1 844-928-7672,,False
1012,Aura Health and Safety Corp,Health & Wellbeing,Burnaby,Canada,49.2329453,-123.0163781,http://aurahealthsafety.com/,,+1 604-428-5941,,False
1013,Aura,Other,Vancouver,Canada,49.2354912,-123.0349881,,,,,False
1014,Aura at Sets Salon Spa,Health & Wellbeing,Burnaby,Canada,49.2265151,-123.0018355,https://www.auraatsets.ca/,,+1 604-435-6894,,False
1015,AURA Condo Presentation Centre,Other,Vancouver,Canada,49.2334497,-123.0363539,,,,,False
1016,Aura Surgical Center,Other,San Rafael de Escazú,Costa Rica,9.9363546,-84.14309990000001,,,,,False
1017,Aura Studios,Creative Industries,Guadalupe,Costa Rica,9.950642,-84.0416597,https://www.instagram.com/aurastudioscr?igsh=MzY1NDJmNzMyNQ==,,+506 6031 9525,,False
1018,Aura Store,Other,Desamparados,Costa Rica,9.9003395,-84.0825326,https://www.facebook.com/aurastore2026,,+506 7049 9831,,False
1019,Aura Turquesa Bienestar Integral,Health & Wellbeing,San José,Costa Rica,9.992897899999999,-84.1226501,,,+506 8707 2831,,False
1020,Aura,Other,Fond Cani,Dominica,15.3212854,-61.3554123,,,+1 767-235-7955,,False
1021,Aura Dominicana,Other,Santo Domingo,Dominican Republic,18.440603,-69.9501181,,,+1 809-563-1011,,False
1022,𝘼𝙐𝙍𝘼 𝙍𝙀𝙎𝙏𝘼𝙐𝙍𝘼𝙉𝙏 𝙇𝙊𝙐𝙉𝙂𝙀,Other,Santo Domingo Este,Dominican Republic,18.4896636,-69.8680543,,,,,False
1023,Aura Gardens,Other,Santo Domingo,Dominican Republic,18.5247338,-69.966836,http://consobi.com.do/,,+1 809-563-6214,,False
1024,AURA AFTER WORK,Other,Santiago de los Caballeros,Dominican Republic,19.4634591,-70.6899205,,,+1 809-964-2121,,False
1025,Villa Aura,Accommodation,,Dominican Republic,18.4825114,-69.98927669999999,,,,,False
1026,Aura Boulevard,Other,Punta Cana,Dominican Republic,18.581188,-68.3869271,https://auraboulevard.do/,,+1 809-475-6318,,False
1027,Salon Aura,Health & Wellbeing,Santo Domingo Este,Dominican Republic,18.51121,-69.8169906,,,,,False
1028,Aura Confecciones,Other,Santo Domingo,Dominican Republic,18.4867736,-69.8933607,,,+1 829-359-5000,,False
1029,AURA Corporate,Other,San Salvador,El Salvador,13.6732482,-89.2547281,https://www.facebook.com/auracorporate,,+503 2523 7769,,False
1030,Torre Aura 360,Other,San Salvador,El Salvador,13.7048968,-89.25561139999999,https://www.propilatam.com/sv/venta/casas-y-apartamentos/aura-360/1080,,,,False
1031,Aura boutique,Other,Santa Tecla,El Salvador,13.67854,-89.2827478,https://linktr.ee/auraboutique.sv,,+503 7708 0952,,False
1032,Aurora 360,Other,San Salvador,El Salvador,13.6746859,-89.22669669999999,,,+503 2277 1906,,False
1033,Silversands Grand Anse,Other,Saint George's,Grenada,12.0309734,-61.75314789999999,https://www.silversandscollection.com/resorts/grand-anse/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,,+1 800-935-4857,,False
1034,Aura,Other,Ciudad de Guatemala,Guatemala,14.58045,-90.51199009999999,http://aura.gt/,,+502 2333 4456,,False
1035,Aura Galerías | Guatemala,Creative Industries,Ciudad de Guatemala,Guatemala,14.5850526,-90.5174421,https://www.auragalerias.com/,,+502 4747 5067,,False
1036,La Aurora International Airport,Other,Ciudad de Guatemala,Guatemala,14.5879704,-90.5306907,http://www.dgac.gob.gt/,,+502 2321 5000,,False
1037,Aurora C Jewelry,Other,Ciudad de Guatemala,Guatemala,14.5905197,-90.4926717,,,+502 3799 8028,,False
1038,L’Aurora Inn,Other,Ciudad de Guatemala,Guatemala,14.5862063,-90.5325098,https://www.laurorainn.com/,,+502 3566 6771,,False
1039,Aurora Networks Guatemala,Other,Zaragoza,Guatemala,14.6495712,-90.89133059999999,http://aurora.com.gt/,,+502 3365 2501,,False
1040,Auro Guatemala,Other,Ciudad de Guatemala,Guatemala,14.6052723,-90.5111985,http://www.auro.com.gt/,,+502 2238 5836,,False
1041,AURA BEAUTY STUDIO,Health & Wellbeing,Tegucigalpa,Honduras,14.101872,-87.1865703,,,,,False
1042,Aura's Beauty Studio,Health & Wellbeing,Tegucigalpa,Honduras,14.0948384,-87.1811323,https://www.facebook.com/profile.php?id=61561531409280&mibextid=kFxxJD,,,,False
1043,Aura Group,Other,Ciudad de México,Mexico,19.4250418,-99.17053209999999,,,+52 999 489 0306,,False
1044,Grupo Aura,Other,Ciudad de México,Mexico,19.4359967,-99.19450549999999,,,+52 55 5279 3550,,False
1045,Aura Campos Eliseos,Other,Polanco,Mexico,19.4299918,-99.1859903,https://www.orchidhousehotels.com/food-and-drinks/mexico-city-aura-restaurant,,+52 55 2155 2023,,False
1046,Aura México,Other,Colonia Juárez,Mexico,19.4251968,-99.1606858,,,,,False
1047,Aura Cocina Mexicana,Other,Ciudad de México,Mexico,19.411723,-99.164701,https://www.auramexcooking.com/,,+52 55 8434 7727,,False
1048,Aura Casa Coyoacán,Other,Ciudad de México,Mexico,19.3468847,-99.16453,https://auramexcooking.com/,,+52 55 5160 1534,,False
1049,Aura,Other,Ciudad de México,Mexico,19.399929,-99.1412615,,,,,False
1050,Aura Tienda de Ropa,Other,Ciudad de México,Mexico,19.4377426,-99.12400670000001,https://www.tiktok.com/@auramexico24,,+52 56 1016 0082,,False
1051,Plaza Aura,Other,Cancún,Mexico,21.120322,-86.8446252,,,,,False
1052,Comercializadora Aura Cancun SA DE CV,Other,Cancún,Mexico,21.152256,-86.844928,,,+52 998 847 5349,,False
1053,"The Westin Resort & Spa, Cancun",Health & Wellbeing,Cancún,Mexico,21.0392024,-86.7821664,https://www.marriott.com/en-us/hotels/cunwo-the-westin-resort-and-spa-cancun/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,,+52 998 848 7400,,False
1054,Wyndham Grand Cancun All Inclusive Resort & Villas,Accommodation,Cancún,Mexico,21.0747617,-86.7759482,https://www.wyndhamgrandcancun.com/,,+52 998 881 0600,,False
1055,Aura Smart Luxury Living,Creative Industries,Mérida,Mexico,21.0184412,-89.6072482,,,+52 999 461 1692,,False
1056,Aura Solar,Other,Managua,Nicaragua,12.1413231,-86.2295273,https://www.facebook.com/detodoventa123?mibextid=LQQJ4d&rdid=jGj48ndkibS3ktDp&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2FMCen7CDEvqEziYtS%2F%3Fmibextid%3DLQQJ4d,,+505 5820 2530,,False
1057,Arura Salud Holística,Health & Wellbeing,Managua,Nicaragua,12.1246844,-86.25757709999999,https://www.aruraholistica.com/,,+505 7546 9797,,False
1058,Aurora Bienes Raices,Other,Managua,Nicaragua,12.1090148,-86.25131209999999,https://www.aurorabienesraices.com/,,+505 2276 2508,,False
1059,Aura Panamá,Other,Panamá,Panama,9.1095928,-79.47594029999999,https://aurapanama.com/,,+507 6204-6321,,False
